loss,mape,val_loss,val_mape
0.06821734458208084,2122514.0,0.044446952641010284,268.17889404296875
0.03723662346601486,1546373.75,0.022566592320799828,139.96665954589844
0.019524287432432175,838145.875,0.01968410052359104,100.02891540527344
0.01718451827764511,649707.25,0.019132766872644424,84.0820541381836
0.01623189076781273,629611.5,0.017942434176802635,78.81597900390625
0.01495652087032795,576378.125,0.016196303069591522,81.14154052734375
0.014133263379335403,629780.5,0.015454502776265144,77.0337905883789
0.01323722954839468,599625.125,0.013574548065662384,84.5878677368164
0.012487323954701424,562385.625,0.01329829916357994,71.45339965820312
0.011672010645270348,536658.125,0.012489567510783672,68.59825134277344
0.011209411546587944,498741.625,0.011752664111554623,67.53858947753906
0.010553853586316109,534114.5,0.011734089814126492,61.50436019897461
0.010304281488060951,480402.34375,0.009832089766860008,73.40778350830078
0.009830896742641926,505522.1875,0.009207403287291527,75.09900665283203
0.009405666030943394,505626.3125,0.009005232714116573,65.7310791015625
0.009066704660654068,504631.1875,0.00860355794429779,69.14244842529297
0.00868128053843975,471557.78125,0.008179076947271824,63.449378967285156
0.008568702265620232,505862.75,0.007758385501801968,64.54061126708984
0.008492821827530861,471139.1875,0.007937398739159107,62.5174674987793
0.008160757832229137,506817.0625,0.007585166487842798,60.287452697753906
