loss,mape,val_loss,val_mape
0.08606293052434921,1044686.875,0.06656508147716522,6637212.5
0.056486476212739944,772956.0,0.036364827305078506,3681592.5
0.041412804275751114,537963.4375,0.03278928995132446,2825727.0
0.039452891796827316,514999.65625,0.031100885942578316,2765775.0
0.03695625811815262,469177.125,0.02941320277750492,2725845.25
0.03444167599081993,480692.3125,0.02753589116036892,2707149.25
0.032222770154476166,459202.09375,0.025428351014852524,2624590.5
0.028663158416748047,422878.8125,0.023248525336384773,2701904.0
0.02558615803718567,435405.25,0.020506080240011215,2555050.25
0.022546300664544106,385553.40625,0.017907321453094482,2545568.5
0.019465148448944092,370845.28125,0.015741471201181412,2323484.75
0.016616005450487137,378781.90625,0.014106517657637596,2444688.0
0.015391817316412926,336444.0,0.012789112515747547,2108165.75
0.014379341155290604,303078.75,0.012651714496314526,2150368.0
0.013911538757383823,316251.9375,0.011686197482049465,2087427.25
0.012306155636906624,307042.21875,0.013594343326985836,1959040.375
0.012993316166102886,297890.625,0.010411790572106838,1791127.625
0.011513965204358101,271446.25,0.010912369936704636,1828283.5
0.012105420231819153,270417.84375,0.01000521145761013,1690754.75
0.010959592647850513,269008.78125,0.010268623009324074,1968813.375
0.010293260216712952,268200.0625,0.009246544912457466,1700370.125
0.011312710121273994,252736.28125,0.009012679569423199,1703653.875
0.010676538571715355,226588.296875,0.009470042772591114,1757257.875
0.010540558956563473,253292.15625,0.00928583275526762,1713609.125
0.009740723296999931,246757.109375,0.008471867069602013,1658764.125
0.009272475726902485,240470.03125,0.00847369059920311,1588711.875
0.010127031244337559,252430.390625,0.008081560023128986,1596373.75
0.008913280442357063,205528.375,0.00795715767890215,1645700.375
0.009036573581397533,251812.234375,0.007746242452412844,1473310.0
0.009058458730578423,215685.921875,0.007858666591346264,1600044.375
0.008501023054122925,212121.5,0.007402688730508089,1426800.0
0.008786170743405819,231300.8125,0.007335240021348,1543876.25
0.008413456380367279,203356.53125,0.007176723796874285,1537465.875
0.00789322517812252,220373.71875,0.007512855809181929,1400060.125
0.008015516214072704,194162.3125,0.006982026156038046,1526168.0
0.00782829336822033,217403.859375,0.008059595711529255,1408162.625
0.0078099374659359455,196141.703125,0.0069181486032903194,1398932.75
0.007394414860755205,203511.703125,0.007274068892002106,1314552.5
0.0077458336018025875,200272.21875,0.006573929917067289,1416453.375
0.007360713090747595,197634.34375,0.006486124824732542,1224179.25
0.006940076593309641,188429.9375,0.006317618303000927,1401122.0
0.007485894486308098,221714.5625,0.006436849478632212,1304245.625
0.007023310288786888,214998.515625,0.006559012923389673,1305145.125
0.006684774067252874,203486.0625,0.005985780619084835,1170555.25
0.006775095127522945,169778.34375,0.006112414412200451,1246776.25
0.006655913311988115,160732.171875,0.006563038565218449,1237079.75
0.007043964229524136,192040.765625,0.006053751800209284,1332506.0
0.0063790190033614635,165815.25,0.005774312186986208,1057772.375
0.006305284798145294,164731.5625,0.005872613284736872,1365229.5
0.0064821974374353886,172126.390625,0.005602962803095579,1101529.875
