loss,mape,val_loss,val_mape
0.07528477162122726,1157432.5,0.03593401983380318,2493913.5
0.03876763954758644,806584.75,0.020478542894124985,2095084.375
0.024040965363383293,526935.875,0.013933825306594372,2137842.0
0.018477262929081917,372661.0,0.012578211724758148,2002026.25
0.016907718032598495,393300.6875,0.012732571922242641,2162264.25
0.016117574647068977,330712.875,0.01077977567911148,1872137.625
0.01460480410605669,336994.84375,0.010212263092398643,1699583.75
0.013777193613350391,328233.21875,0.009300075471401215,1872946.875
0.01259547472000122,323148.78125,0.01039781142026186,2091971.5
0.011987519450485706,277948.59375,0.0077523416839540005,1749827.625
0.011033051647245884,330045.5,0.007387010380625725,1592748.75
0.010455391369760036,296730.75,0.0068076541647315025,1585845.875
0.009605774655938148,265956.0,0.006321839522570372,1693782.75
0.00905674323439598,341701.96875,0.005871251225471497,1591320.875
0.008619800209999084,288239.8125,0.006677914876490831,1801084.0
0.008125189691781998,288813.6875,0.005961725488305092,1371318.5
0.007779166102409363,281267.46875,0.005118899513036013,1471641.125
0.007296915166079998,281334.59375,0.004905701149255037,1475177.0
0.007062448188662529,321718.0625,0.004993671551346779,1565633.625
0.006963007617741823,289322.0,0.004889456555247307,1537946.375
