loss,mape,val_loss,val_mape
0.0429365336894989,677956.6875,0.012913668528199196,275.466064453125
0.01718733087182045,471174.15625,0.007865088991820812,225.63258361816406
0.01640980876982212,377662.59375,0.010635980404913425,167.87240600585938
0.015180997550487518,416429.59375,0.007175637409090996,224.70249938964844
0.01352773793041706,321096.46875,0.006055759731680155,173.69920349121094
0.01023435965180397,306613.625,0.005686601623892784,154.94949340820312
0.00920803751796484,300123.46875,0.00541931577026844,121.28646850585938
0.0095486706122756,249583.890625,0.007944360375404358,126.30997467041016
0.008839523419737816,244918.390625,0.008303454145789146,123.34845733642578
0.008075949735939503,265572.46875,0.00548013998195529,120.44891357421875
0.007711114827543497,304907.25,0.007112328428775072,103.13763427734375
0.006067346315830946,247231.109375,0.0051651871763169765,103.49365234375
0.007392793893814087,204143.734375,0.00405785720795393,103.95723724365234
0.007179616019129753,262873.15625,0.005020834039896727,103.61571502685547
0.00678047863766551,207120.765625,0.004031853284686804,110.73296356201172
0.004687081091105938,283592.53125,0.004293368197977543,105.87808990478516
0.005908510647714138,224114.21875,0.004882765933871269,106.581787109375
0.005553319584578276,169750.515625,0.008415876887738705,85.03346252441406
0.005215572193264961,250977.03125,0.008869974873960018,85.07157897949219
0.005120225250720978,181800.703125,0.010152177885174751,91.3052749633789
