Location,VR Internal Loc,Date,Time,Vehicle Count
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,04:00:00,39
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,04:15:00,0
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,04:15:00,17
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,04:15:00,4
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,04:15:00,42
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,04:30:00,0
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,04:30:00,22
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,04:30:00,6
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,04:30:00,24
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,04:45:00,0
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,04:45:00,17
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,04:45:00,9
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,04:45:00,27
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,05:00:00,0
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,05:00:00,17
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,05:00:00,6
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,05:00:00,30
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,05:15:00,0
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,05:15:00,16
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,05:15:00,6
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,05:15:00,27
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,05:30:00,0
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,05:30:00,28
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,05:30:00,4
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,05:30:00,33
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,05:45:00,5
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,05:45:00,26
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,05:45:00,8
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,05:45:00,24
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,06:00:00,0
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,06:00:00,18
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,06:00:00,5
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,06:00:00,18
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,06:15:00,1
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,06:15:00,24
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,06:15:00,13
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,06:15:00,25
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,06:30:00,0
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,06:30:00,46
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,06:30:00,9
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,06:30:00,27
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,06:45:00,0
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,06:45:00,41
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,06:45:00,10
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,06:45:00,47
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,07:00:00,5
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,07:00:00,35
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,07:00:00,15
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,07:00:00,33
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,07:15:00,1
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,07:15:00,46
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,07:15:00,14
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,07:15:00,36
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,07:30:00,2
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,07:30:00,50
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,07:30:00,22
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,07:30:00,41
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,07:45:00,1
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,07:45:00,67
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,07:45:00,23
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,07:45:00,40
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,08:00:00,0
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,08:00:00,44
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,08:00:00,18
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,08:00:00,56
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,08:15:00,3
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,08:15:00,50
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,08:15:00,25
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,08:15:00,50
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,08:30:00,7
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,08:30:00,77
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,08:30:00,30
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,08:30:00,69
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,08:45:00,5
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,08:45:00,105
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,08:45:00,35
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,08:45:00,58
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,09:00:00,11
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,09:00:00,106
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,09:00:00,32
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,09:00:00,63
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,09:15:00,8
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,09:15:00,127
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,09:15:00,42
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,09:15:00,91
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,09:30:00,5
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,09:30:00,139
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,09:30:00,50
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,09:30:00,102
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,09:45:00,7
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,09:45:00,148
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,09:45:00,46
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,09:45:00,126
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,10:00:00,10
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,10:00:00,148
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,10:00:00,56
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,10:00:00,138
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,10:15:00,3
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,10:15:00,162
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,10:15:00,80
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,10:15:00,120
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,10:30:00,5
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,10:30:00,184
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,10:30:00,80
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,10:30:00,172
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,10:45:00,10
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,10:45:00,159
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,10:45:00,93
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,10:45:00,157
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,11:00:00,13
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,11:00:00,186
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,11:00:00,68
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,11:00:00,159
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,11:15:00,24
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,11:15:00,165
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,11:15:00,78
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,11:15:00,161
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,11:30:00,6
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,11:30:00,204
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,11:30:00,91
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,11:30:00,178
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,11:45:00,7
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,11:45:00,228
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,11:45:00,89
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,11:45:00,184
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,12:00:00,5
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,12:00:00,199
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,12:00:00,101
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,12:00:00,180
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,12:15:00,16
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,12:15:00,217
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,12:15:00,93
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,12:15:00,182
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,12:30:00,7
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,12:30:00,224
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,12:30:00,101
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,12:30:00,214
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,12:45:00,8
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,12:45:00,232
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,12:45:00,100
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,12:45:00,185
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,13:00:00,2
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,13:00:00,210
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,13:00:00,132
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,13:00:00,215
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,13:15:00,4
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,13:15:00,237
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,13:15:00,117
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,13:15:00,193
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,13:30:00,7
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,13:30:00,238
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,13:30:00,98
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,13:30:00,193
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,13:45:00,3
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,13:45:00,229
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,13:45:00,120
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,13:45:00,223
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,14:00:00,5
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,14:00:00,198
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,14:00:00,100
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,14:00:00,200
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,14:15:00,3
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,14:15:00,215
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,14:15:00,94
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,14:15:00,231
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,14:30:00,6
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,14:30:00,228
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,14:30:00,95
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,14:30:00,187
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,14:45:00,7
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,14:45:00,230
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,14:45:00,114
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,14:45:00,222
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,15:00:00,10
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,15:00:00,191
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,15:00:00,107
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,15:00:00,236
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,15:15:00,9
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,15:15:00,218
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,15:15:00,98
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,15:15:00,209
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,15:30:00,5
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,15:30:00,228
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,15:30:00,110
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,15:30:00,193
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,15:45:00,5
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,15:45:00,248
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,15:45:00,87
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,15:45:00,209
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,16:00:00,4
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,16:00:00,224
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,16:00:00,105
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,16:00:00,204
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,16:15:00,3
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,16:15:00,204
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,16:15:00,101
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,16:15:00,194
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,16:30:00,2
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,16:30:00,220
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,16:30:00,122
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,16:30:00,201
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,16:45:00,9
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,16:45:00,192
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,16:45:00,107
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,16:45:00,189
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,17:00:00,9
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,17:00:00,187
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,17:00:00,94
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,17:00:00,172
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,17:15:00,3
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,17:15:00,187
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,17:15:00,107
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,17:15:00,159
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,17:30:00,5
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,17:30:00,181
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,17:30:00,105
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,17:30:00,148
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,17:45:00,2
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,17:45:00,205
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,17:45:00,98
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,17:45:00,160
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,18:00:00,5
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,18:00:00,166
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,18:00:00,97
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,18:00:00,126
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,18:15:00,1
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,18:15:00,129
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,18:15:00,80
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,18:15:00,147
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,18:30:00,0
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,18:30:00,159
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,18:30:00,78
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,18:30:00,117
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,18:45:00,0
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,18:45:00,109
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,18:45:00,81
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,18:45:00,129
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,19:00:00,0
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,19:00:00,85
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,19:00:00,70
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,19:00:00,123
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,19:15:00,3
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,19:15:00,98
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,19:15:00,47
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,19:15:00,129
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,19:30:00,0
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,19:30:00,93
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,19:30:00,53
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,19:30:00,127
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,19:45:00,1
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,19:45:00,57
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,19:45:00,40
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,19:45:00,112
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,20:00:00,0
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,20:00:00,51
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,20:00:00,29
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,20:00:00,107
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,20:15:00,0
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,20:15:00,50
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,20:15:00,38
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,20:15:00,88
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,20:30:00,1
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,20:30:00,53
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,20:30:00,43
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,20:30:00,89
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,20:45:00,0
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,20:45:00,46
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,20:45:00,35
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,20:45:00,105
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,21:00:00,2
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,21:00:00,61
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,21:00:00,50
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,21:00:00,96
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,21:15:00,3
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,21:15:00,56
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,21:15:00,42
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,21:15:00,94
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,21:30:00,0
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,21:30:00,56
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,21:30:00,33
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,21:30:00,89
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,21:45:00,0
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,21:45:00,45
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,21:45:00,26
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,21:45:00,87
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,22:00:00,0
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,22:00:00,70
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,22:00:00,28
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,22:00:00,94
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,22:15:00,2
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,22:15:00,51
BURNLEY_ST S OF VICTORIA_ST,5,2006-10-01,22:15:00,26
VICTORIA_ST W OF BURNLEY_ST,7,2006-10-01,22:15:00,68
WALMER_ST N OF VICTORIA_ST,1,2006-10-01,22:30:00,0
VICTORIA_ST E OF BURNLEY_ST,3,2006-10-01,22:30:00,43
