Location,VR Internal Loc,Date,Time,Vehicle Count
BURKE_RD S of TOORAK_RD,5,2006-10-01,02:00:00,32
TOORAK_RD W OF BURKE_RD,7,2006-10-01,02:00:00,67
BURKE_RD N of TOORAK_RD,1,2006-10-01,02:15:00,29
TOORAK_RD E of BURKE_RD,3,2006-10-01,02:15:00,32
BURKE_RD S of TOORAK_RD,5,2006-10-01,02:15:00,12
TOORAK_RD W OF BURKE_RD,7,2006-10-01,02:15:00,62
BURKE_RD N of TOORAK_RD,1,2006-10-01,02:30:00,23
TOORAK_RD E of BURKE_RD,3,2006-10-01,02:30:00,28
BURKE_RD S of TOORAK_RD,5,2006-10-01,02:30:00,21
TOORAK_RD W OF BURKE_RD,7,2006-10-01,02:30:00,64
BURKE_RD N of TOORAK_RD,1,2006-10-01,02:45:00,16
TOORAK_RD E of BURKE_RD,3,2006-10-01,02:45:00,30
BURKE_RD S of TOORAK_RD,5,2006-10-01,02:45:00,19
TOORAK_RD W OF BURKE_RD,7,2006-10-01,02:45:00,44
BURKE_RD N of TOORAK_RD,1,2006-10-01,03:00:00,22
TOORAK_RD E of BURKE_RD,3,2006-10-01,03:00:00,32
BURKE_RD S of TOORAK_RD,5,2006-10-01,03:00:00,25
TOORAK_RD W OF BURKE_RD,7,2006-10-01,03:00:00,49
BURKE_RD N of TOORAK_RD,1,2006-10-01,03:15:00,24
TOORAK_RD E of BURKE_RD,3,2006-10-01,03:15:00,27
BURKE_RD S of TOORAK_RD,5,2006-10-01,03:15:00,15
TOORAK_RD W OF BURKE_RD,7,2006-10-01,03:15:00,49
BURKE_RD N of TOORAK_RD,1,2006-10-01,03:30:00,15
TOORAK_RD E of BURKE_RD,3,2006-10-01,03:30:00,24
BURKE_RD S of TOORAK_RD,5,2006-10-01,03:30:00,18
TOORAK_RD W OF BURKE_RD,7,2006-10-01,03:30:00,39
BURKE_RD N of TOORAK_RD,1,2006-10-01,03:45:00,13
TOORAK_RD E of BURKE_RD,3,2006-10-01,03:45:00,25
BURKE_RD S of TOORAK_RD,5,2006-10-01,03:45:00,13
TOORAK_RD W OF BURKE_RD,7,2006-10-01,03:45:00,53
BURKE_RD N of TOORAK_RD,1,2006-10-01,04:00:00,12
TOORAK_RD E of BURKE_RD,3,2006-10-01,04:00:00,27
BURKE_RD S of TOORAK_RD,5,2006-10-01,04:00:00,18
TOORAK_RD W OF BURKE_RD,7,2006-10-01,04:00:00,41
BURKE_RD N of TOORAK_RD,1,2006-10-01,04:15:00,18
TOORAK_RD E of BURKE_RD,3,2006-10-01,04:15:00,25
BURKE_RD S of TOORAK_RD,5,2006-10-01,04:15:00,14
TOORAK_RD W OF BURKE_RD,7,2006-10-01,04:15:00,32
BURKE_RD N of TOORAK_RD,1,2006-10-01,04:30:00,18
TOORAK_RD E of BURKE_RD,3,2006-10-01,04:30:00,21
BURKE_RD S of TOORAK_RD,5,2006-10-01,04:30:00,22
TOORAK_RD W OF BURKE_RD,7,2006-10-01,04:30:00,37
BURKE_RD N of TOORAK_RD,1,2006-10-01,04:45:00,16
TOORAK_RD E of BURKE_RD,3,2006-10-01,04:45:00,36
BURKE_RD S of TOORAK_RD,5,2006-10-01,04:45:00,19
TOORAK_RD W OF BURKE_RD,7,2006-10-01,04:45:00,46
BURKE_RD N of TOORAK_RD,1,2006-10-01,05:00:00,21
TOORAK_RD E of BURKE_RD,3,2006-10-01,05:00:00,24
BURKE_RD S of TOORAK_RD,5,2006-10-01,05:00:00,23
TOORAK_RD W OF BURKE_RD,7,2006-10-01,05:00:00,32
BURKE_RD N of TOORAK_RD,1,2006-10-01,05:15:00,7
TOORAK_RD E of BURKE_RD,3,2006-10-01,05:15:00,22
BURKE_RD S of TOORAK_RD,5,2006-10-01,05:15:00,28
TOORAK_RD W OF BURKE_RD,7,2006-10-01,05:15:00,36
BURKE_RD N of TOORAK_RD,1,2006-10-01,05:30:00,21
TOORAK_RD E of BURKE_RD,3,2006-10-01,05:30:00,37
BURKE_RD S of TOORAK_RD,5,2006-10-01,05:30:00,37
TOORAK_RD W OF BURKE_RD,7,2006-10-01,05:30:00,30
BURKE_RD N of TOORAK_RD,1,2006-10-01,05:45:00,21
TOORAK_RD E of BURKE_RD,3,2006-10-01,05:45:00,28
BURKE_RD S of TOORAK_RD,5,2006-10-01,05:45:00,46
TOORAK_RD W OF BURKE_RD,7,2006-10-01,05:45:00,34
BURKE_RD N of TOORAK_RD,1,2006-10-01,06:00:00,24
TOORAK_RD E of BURKE_RD,3,2006-10-01,06:00:00,34
BURKE_RD S of TOORAK_RD,5,2006-10-01,06:00:00,53
TOORAK_RD W OF BURKE_RD,7,2006-10-01,06:00:00,48
BURKE_RD N of TOORAK_RD,1,2006-10-01,06:15:00,32
TOORAK_RD E of BURKE_RD,3,2006-10-01,06:15:00,48
BURKE_RD S of TOORAK_RD,5,2006-10-01,06:15:00,57
TOORAK_RD W OF BURKE_RD,7,2006-10-01,06:15:00,37
BURKE_RD N of TOORAK_RD,1,2006-10-01,06:30:00,54
TOORAK_RD E of BURKE_RD,3,2006-10-01,06:30:00,53
BURKE_RD S of TOORAK_RD,5,2006-10-01,06:30:00,59
TOORAK_RD W OF BURKE_RD,7,2006-10-01,06:30:00,38
BURKE_RD N of TOORAK_RD,1,2006-10-01,06:45:00,35
TOORAK_RD E of BURKE_RD,3,2006-10-01,06:45:00,39
BURKE_RD S of TOORAK_RD,5,2006-10-01,06:45:00,65
TOORAK_RD W OF BURKE_RD,7,2006-10-01,06:45:00,37
BURKE_RD N of TOORAK_RD,1,2006-10-01,07:00:00,45
TOORAK_RD E of BURKE_RD,3,2006-10-01,07:00:00,40
BURKE_RD S of TOORAK_RD,5,2006-10-01,07:00:00,55
TOORAK_RD W OF BURKE_RD,7,2006-10-01,07:00:00,42
BURKE_RD N of TOORAK_RD,1,2006-10-01,07:15:00,51
TOORAK_RD E of BURKE_RD,3,2006-10-01,07:15:00,57
BURKE_RD S of TOORAK_RD,5,2006-10-01,07:15:00,58
TOORAK_RD W OF BURKE_RD,7,2006-10-01,07:15:00,40
BURKE_RD N of TOORAK_RD,1,2006-10-01,07:30:00,68
TOORAK_RD E of BURKE_RD,3,2006-10-01,07:30:00,72
BURKE_RD S of TOORAK_RD,5,2006-10-01,07:30:00,65
TOORAK_RD W OF BURKE_RD,7,2006-10-01,07:30:00,62
BURKE_RD N of TOORAK_RD,1,2006-10-01,07:45:00,53
TOORAK_RD E of BURKE_RD,3,2006-10-01,07:45:00,62
BURKE_RD S of TOORAK_RD,5,2006-10-01,07:45:00,75
TOORAK_RD W OF BURKE_RD,7,2006-10-01,07:45:00,57
BURKE_RD N of TOORAK_RD,1,2006-10-01,08:00:00,72
TOORAK_RD E of BURKE_RD,3,2006-10-01,08:00:00,65
BURKE_RD S of TOORAK_RD,5,2006-10-01,08:00:00,67
TOORAK_RD W OF BURKE_RD,7,2006-10-01,08:00:00,49
BURKE_RD N of TOORAK_RD,1,2006-10-01,08:15:00,67
TOORAK_RD E of BURKE_RD,3,2006-10-01,08:15:00,109
BURKE_RD S of TOORAK_RD,5,2006-10-01,08:15:00,72
TOORAK_RD W OF BURKE_RD,7,2006-10-01,08:15:00,47
BURKE_RD N of TOORAK_RD,1,2006-10-01,08:30:00,111
TOORAK_RD E of BURKE_RD,3,2006-10-01,08:30:00,106
BURKE_RD S of TOORAK_RD,5,2006-10-01,08:30:00,85
TOORAK_RD W OF BURKE_RD,7,2006-10-01,08:30:00,84
BURKE_RD N of TOORAK_RD,1,2006-10-01,08:45:00,126
TOORAK_RD E of BURKE_RD,3,2006-10-01,08:45:00,114
BURKE_RD S of TOORAK_RD,5,2006-10-01,08:45:00,115
TOORAK_RD W OF BURKE_RD,7,2006-10-01,08:45:00,80
BURKE_RD N of TOORAK_RD,1,2006-10-01,09:00:00,135
TOORAK_RD E of BURKE_RD,3,2006-10-01,09:00:00,113
BURKE_RD S of TOORAK_RD,5,2006-10-01,09:00:00,123
TOORAK_RD W OF BURKE_RD,7,2006-10-01,09:00:00,91
BURKE_RD N of TOORAK_RD,1,2006-10-01,09:15:00,143
TOORAK_RD E of BURKE_RD,3,2006-10-01,09:15:00,110
BURKE_RD S of TOORAK_RD,5,2006-10-01,09:15:00,116
TOORAK_RD W OF BURKE_RD,7,2006-10-01,09:15:00,107
BURKE_RD N of TOORAK_RD,1,2006-10-01,09:30:00,161
TOORAK_RD E of BURKE_RD,3,2006-10-01,09:30:00,160
BURKE_RD S of TOORAK_RD,5,2006-10-01,09:30:00,177
TOORAK_RD W OF BURKE_RD,7,2006-10-01,09:30:00,112
BURKE_RD N of TOORAK_RD,1,2006-10-01,09:45:00,187
TOORAK_RD E of BURKE_RD,3,2006-10-01,09:45:00,176
BURKE_RD S of TOORAK_RD,5,2006-10-01,09:45:00,174
TOORAK_RD W OF BURKE_RD,7,2006-10-01,09:45:00,128
BURKE_RD N of TOORAK_RD,1,2006-10-01,10:00:00,182
TOORAK_RD E of BURKE_RD,3,2006-10-01,10:00:00,166
BURKE_RD S of TOORAK_RD,5,2006-10-01,10:00:00,170
TOORAK_RD W OF BURKE_RD,7,2006-10-01,10:00:00,133
BURKE_RD N of TOORAK_RD,1,2006-10-01,10:15:00,208
TOORAK_RD E of BURKE_RD,3,2006-10-01,10:15:00,159
BURKE_RD S of TOORAK_RD,5,2006-10-01,10:15:00,170
TOORAK_RD W OF BURKE_RD,7,2006-10-01,10:15:00,134
BURKE_RD N of TOORAK_RD,1,2006-10-01,10:30:00,164
TOORAK_RD E of BURKE_RD,3,2006-10-01,10:30:00,178
BURKE_RD S of TOORAK_RD,5,2006-10-01,10:30:00,153
TOORAK_RD W OF BURKE_RD,7,2006-10-01,10:30:00,167
BURKE_RD N of TOORAK_RD,1,2006-10-01,10:45:00,174
TOORAK_RD E of BURKE_RD,3,2006-10-01,10:45:00,186
BURKE_RD S of TOORAK_RD,5,2006-10-01,10:45:00,179
TOORAK_RD W OF BURKE_RD,7,2006-10-01,10:45:00,159
BURKE_RD N of TOORAK_RD,1,2006-10-01,11:00:00,198
TOORAK_RD E of BURKE_RD,3,2006-10-01,11:00:00,161
BURKE_RD S of TOORAK_RD,5,2006-10-01,11:00:00,149
TOORAK_RD W OF BURKE_RD,7,2006-10-01,11:00:00,164
BURKE_RD N of TOORAK_RD,1,2006-10-01,11:15:00,202
TOORAK_RD E of BURKE_RD,3,2006-10-01,11:15:00,159
BURKE_RD S of TOORAK_RD,5,2006-10-01,11:15:00,145
TOORAK_RD W OF BURKE_RD,7,2006-10-01,11:15:00,160
BURKE_RD N of TOORAK_RD,1,2006-10-01,11:30:00,201
TOORAK_RD E of BURKE_RD,3,2006-10-01,11:30:00,177
BURKE_RD S of TOORAK_RD,5,2006-10-01,11:30:00,192
TOORAK_RD W OF BURKE_RD,7,2006-10-01,11:30:00,177
BURKE_RD N of TOORAK_RD,1,2006-10-01,11:45:00,242
TOORAK_RD E of BURKE_RD,3,2006-10-01,11:45:00,178
BURKE_RD S of TOORAK_RD,5,2006-10-01,11:45:00,186
TOORAK_RD W OF BURKE_RD,7,2006-10-01,11:45:00,182
BURKE_RD N of TOORAK_RD,1,2006-10-01,12:00:00,221
TOORAK_RD E of BURKE_RD,3,2006-10-01,12:00:00,167
BURKE_RD S of TOORAK_RD,5,2006-10-01,12:00:00,204
TOORAK_RD W OF BURKE_RD,7,2006-10-01,12:00:00,187
BURKE_RD N of TOORAK_RD,1,2006-10-01,12:15:00,192
TOORAK_RD E of BURKE_RD,3,2006-10-01,12:15:00,216
BURKE_RD S of TOORAK_RD,5,2006-10-01,12:15:00,186
TOORAK_RD W OF BURKE_RD,7,2006-10-01,12:15:00,205
BURKE_RD N of TOORAK_RD,1,2006-10-01,12:30:00,216
TOORAK_RD E of BURKE_RD,3,2006-10-01,12:30:00,164
BURKE_RD S of TOORAK_RD,5,2006-10-01,12:30:00,199
TOORAK_RD W OF BURKE_RD,7,2006-10-01,12:30:00,209
BURKE_RD N of TOORAK_RD,1,2006-10-01,12:45:00,239
TOORAK_RD E of BURKE_RD,3,2006-10-01,12:45:00,182
BURKE_RD S of TOORAK_RD,5,2006-10-01,12:45:00,196
TOORAK_RD W OF BURKE_RD,7,2006-10-01,12:45:00,207
BURKE_RD N of TOORAK_RD,1,2006-10-01,13:00:00,230
TOORAK_RD E of BURKE_RD,3,2006-10-01,13:00:00,207
BURKE_RD S of TOORAK_RD,5,2006-10-01,13:00:00,169
TOORAK_RD W OF BURKE_RD,7,2006-10-01,13:00:00,216
BURKE_RD N of TOORAK_RD,1,2006-10-01,13:15:00,233
TOORAK_RD E of BURKE_RD,3,2006-10-01,13:15:00,211
BURKE_RD S of TOORAK_RD,5,2006-10-01,13:15:00,156
TOORAK_RD W OF BURKE_RD,7,2006-10-01,13:15:00,176
BURKE_RD N of TOORAK_RD,1,2006-10-01,13:30:00,187
TOORAK_RD E of BURKE_RD,3,2006-10-01,13:30:00,214
BURKE_RD S of TOORAK_RD,5,2006-10-01,13:30:00,174
TOORAK_RD W OF BURKE_RD,7,2006-10-01,13:30:00,176
BURKE_RD N of TOORAK_RD,1,2006-10-01,13:45:00,188
TOORAK_RD E of BURKE_RD,3,2006-10-01,13:45:00,176
BURKE_RD S of TOORAK_RD,5,2006-10-01,13:45:00,175
TOORAK_RD W OF BURKE_RD,7,2006-10-01,13:45:00,150
BURKE_RD N of TOORAK_RD,1,2006-10-01,14:00:00,204
TOORAK_RD E of BURKE_RD,3,2006-10-01,14:00:00,187
BURKE_RD S of TOORAK_RD,5,2006-10-01,14:00:00,182
TOORAK_RD W OF BURKE_RD,7,2006-10-01,14:00:00,169
BURKE_RD N of TOORAK_RD,1,2006-10-01,14:15:00,153
TOORAK_RD E of BURKE_RD,3,2006-10-01,14:15:00,170
BURKE_RD S of TOORAK_RD,5,2006-10-01,14:15:00,140
TOORAK_RD W OF BURKE_RD,7,2006-10-01,14:15:00,182
BURKE_RD N of TOORAK_RD,1,2006-10-01,14:30:00,185
TOORAK_RD E of BURKE_RD,3,2006-10-01,14:30:00,169
BURKE_RD S of TOORAK_RD,5,2006-10-01,14:30:00,183
TOORAK_RD W OF BURKE_RD,7,2006-10-01,14:30:00,179
BURKE_RD N of TOORAK_RD,1,2006-10-01,14:45:00,170
TOORAK_RD E of BURKE_RD,3,2006-10-01,14:45:00,152
BURKE_RD S of TOORAK_RD,5,2006-10-01,14:45:00,173
TOORAK_RD W OF BURKE_RD,7,2006-10-01,14:45:00,197
BURKE_RD N of TOORAK_RD,1,2006-10-01,15:00:00,178
TOORAK_RD E of BURKE_RD,3,2006-10-01,15:00:00,168
BURKE_RD S of TOORAK_RD,5,2006-10-01,15:00:00,184
TOORAK_RD W OF BURKE_RD,7,2006-10-01,15:00:00,194
BURKE_RD N of TOORAK_RD,1,2006-10-01,15:15:00,156
TOORAK_RD E of BURKE_RD,3,2006-10-01,15:15:00,182
BURKE_RD S of TOORAK_RD,5,2006-10-01,15:15:00,129
TOORAK_RD W OF BURKE_RD,7,2006-10-01,15:15:00,164
BURKE_RD N of TOORAK_RD,1,2006-10-01,15:30:00,181
TOORAK_RD E of BURKE_RD,3,2006-10-01,15:30:00,187
BURKE_RD S of TOORAK_RD,5,2006-10-01,15:30:00,221
TOORAK_RD W OF BURKE_RD,7,2006-10-01,15:30:00,130
BURKE_RD N of TOORAK_RD,1,2006-10-01,15:45:00,186
TOORAK_RD E of BURKE_RD,3,2006-10-01,15:45:00,179
BURKE_RD S of TOORAK_RD,5,2006-10-01,15:45:00,184
TOORAK_RD W OF BURKE_RD,7,2006-10-01,15:45:00,187
BURKE_RD N of TOORAK_RD,1,2006-10-01,16:00:00,176
TOORAK_RD E of BURKE_RD,3,2006-10-01,16:00:00,182
BURKE_RD S of TOORAK_RD,5,2006-10-01,16:00:00,183
TOORAK_RD W OF BURKE_RD,7,2006-10-01,16:00:00,193
BURKE_RD N of TOORAK_RD,1,2006-10-01,16:15:00,206
TOORAK_RD E of BURKE_RD,3,2006-10-01,16:15:00,198
BURKE_RD S of TOORAK_RD,5,2006-10-01,16:15:00,166
TOORAK_RD W OF BURKE_RD,7,2006-10-01,16:15:00,222
BURKE_RD N of TOORAK_RD,1,2006-10-01,16:30:00,161
TOORAK_RD E of BURKE_RD,3,2006-10-01,16:30:00,186
BURKE_RD S of TOORAK_RD,5,2006-10-01,16:30:00,203
TOORAK_RD W OF BURKE_RD,7,2006-10-01,16:30:00,230
BURKE_RD N of TOORAK_RD,1,2006-10-01,16:45:00,199
TOORAK_RD E of BURKE_RD,3,2006-10-01,16:45:00,162
BURKE_RD S of TOORAK_RD,5,2006-10-01,16:45:00,223
TOORAK_RD W OF BURKE_RD,7,2006-10-01,16:45:00,213
BURKE_RD N of TOORAK_RD,1,2006-10-01,17:00:00,200
TOORAK_RD E of BURKE_RD,3,2006-10-01,17:00:00,177
BURKE_RD S of TOORAK_RD,5,2006-10-01,17:00:00,229
TOORAK_RD W OF BURKE_RD,7,2006-10-01,17:00:00,208
BURKE_RD N of TOORAK_RD,1,2006-10-01,17:15:00,193
TOORAK_RD E of BURKE_RD,3,2006-10-01,17:15:00,192
BURKE_RD S of TOORAK_RD,5,2006-10-01,17:15:00,209
TOORAK_RD W OF BURKE_RD,7,2006-10-01,17:15:00,228
BURKE_RD N of TOORAK_RD,1,2006-10-01,17:30:00,186
TOORAK_RD E of BURKE_RD,3,2006-10-01,17:30:00,210
BURKE_RD S of TOORAK_RD,5,2006-10-01,17:30:00,243
TOORAK_RD W OF BURKE_RD,7,2006-10-01,17:30:00,230
BURKE_RD N of TOORAK_RD,1,2006-10-01,17:45:00,170
TOORAK_RD E of BURKE_RD,3,2006-10-01,17:45:00,181
BURKE_RD S of TOORAK_RD,5,2006-10-01,17:45:00,213
TOORAK_RD W OF BURKE_RD,7,2006-10-01,17:45:00,249
BURKE_RD N of TOORAK_RD,1,2006-10-01,18:00:00,146
TOORAK_RD E of BURKE_RD,3,2006-10-01,18:00:00,164
BURKE_RD S of TOORAK_RD,5,2006-10-01,18:00:00,191
TOORAK_RD W OF BURKE_RD,7,2006-10-01,18:00:00,188
BURKE_RD N of TOORAK_RD,1,2006-10-01,18:15:00,153
TOORAK_RD E of BURKE_RD,3,2006-10-01,18:15:00,155
BURKE_RD S of TOORAK_RD,5,2006-10-01,18:15:00,195
TOORAK_RD W OF BURKE_RD,7,2006-10-01,18:15:00,167
BURKE_RD N of TOORAK_RD,1,2006-10-01,18:30:00,137
TOORAK_RD E of BURKE_RD,3,2006-10-01,18:30:00,143
BURKE_RD S of TOORAK_RD,5,2006-10-01,18:30:00,195
TOORAK_RD W OF BURKE_RD,7,2006-10-01,18:30:00,168
BURKE_RD N of TOORAK_RD,1,2006-10-01,18:45:00,153
TOORAK_RD E of BURKE_RD,3,2006-10-01,18:45:00,127
BURKE_RD S of TOORAK_RD,5,2006-10-01,18:45:00,145
TOORAK_RD W OF BURKE_RD,7,2006-10-01,18:45:00,162
BURKE_RD N of TOORAK_RD,1,2006-10-01,19:00:00,133
TOORAK_RD E of BURKE_RD,3,2006-10-01,19:00:00,127
BURKE_RD S of TOORAK_RD,5,2006-10-01,19:00:00,143
TOORAK_RD W OF BURKE_RD,7,2006-10-01,19:00:00,144
BURKE_RD N of TOORAK_RD,1,2006-10-01,19:15:00,104
TOORAK_RD E of BURKE_RD,3,2006-10-01,19:15:00,81
BURKE_RD S of TOORAK_RD,5,2006-10-01,19:15:00,111
TOORAK_RD W OF BURKE_RD,7,2006-10-01,19:15:00,172
BURKE_RD N of TOORAK_RD,1,2006-10-01,19:30:00,92
TOORAK_RD E of BURKE_RD,3,2006-10-01,19:30:00,94
BURKE_RD S of TOORAK_RD,5,2006-10-01,19:30:00,113
TOORAK_RD W OF BURKE_RD,7,2006-10-01,19:30:00,145
BURKE_RD N of TOORAK_RD,1,2006-10-01,19:45:00,92
TOORAK_RD E of BURKE_RD,3,2006-10-01,19:45:00,86
BURKE_RD S of TOORAK_RD,5,2006-10-01,19:45:00,100
TOORAK_RD W OF BURKE_RD,7,2006-10-01,19:45:00,105
BURKE_RD N of TOORAK_RD,1,2006-10-01,20:00:00,86
TOORAK_RD E of BURKE_RD,3,2006-10-01,20:00:00,81
BURKE_RD S of TOORAK_RD,5,2006-10-01,20:00:00,93
TOORAK_RD W OF BURKE_RD,7,2006-10-01,20:00:00,85
BURKE_RD N of TOORAK_RD,1,2006-10-01,20:15:00,87
TOORAK_RD E of BURKE_RD,3,2006-10-01,20:15:00,94
BURKE_RD S of TOORAK_RD,5,2006-10-01,20:15:00,83
TOORAK_RD W OF BURKE_RD,7,2006-10-01,20:15:00,83
BURKE_RD N of TOORAK_RD,1,2006-10-01,20:30:00,83
TOORAK_RD E of BURKE_RD,3,2006-10-01,20:30:00,83
BURKE_RD S of TOORAK_RD,5,2006-10-01,20:30:00,71
TOORAK_RD W OF BURKE_RD,7,2006-10-01,20:30:00,81
BURKE_RD N of TOORAK_RD,1,2006-10-01,20:45:00,80
TOORAK_RD E of BURKE_RD,3,2006-10-01,20:45:00,50
BURKE_RD S of TOORAK_RD,5,2006-10-01,20:45:00,76
TOORAK_RD W OF BURKE_RD,7,2006-10-01,20:45:00,103
BURKE_RD N of TOORAK_RD,1,2006-10-01,21:00:00,100
TOORAK_RD E of BURKE_RD,3,2006-10-01,21:00:00,87
BURKE_RD S of TOORAK_RD,5,2006-10-01,21:00:00,90
TOORAK_RD W OF BURKE_RD,7,2006-10-01,21:00:00,117
BURKE_RD N of TOORAK_RD,1,2006-10-01,21:15:00,109
TOORAK_RD E of BURKE_RD,3,2006-10-01,21:15:00,71
BURKE_RD S of TOORAK_RD,5,2006-10-01,21:15:00,106
TOORAK_RD W OF BURKE_RD,7,2006-10-01,21:15:00,127
BURKE_RD N of TOORAK_RD,1,2006-10-01,21:30:00,97
TOORAK_RD E of BURKE_RD,3,2006-10-01,21:30:00,96
BURKE_RD S of TOORAK_RD,5,2006-10-01,21:30:00,94
TOORAK_RD W OF BURKE_RD,7,2006-10-01,21:30:00,72
BURKE_RD N of TOORAK_RD,1,2006-10-01,21:45:00,84
TOORAK_RD E of BURKE_RD,3,2006-10-01,21:45:00,62
BURKE_RD S of TOORAK_RD,5,2006-10-01,21:45:00,104
TOORAK_RD W OF BURKE_RD,7,2006-10-01,21:45:00,114
BURKE_RD N of TOORAK_RD,1,2006-10-01,22:00:00,76
TOORAK_RD E of BURKE_RD,3,2006-10-01,22:00:00,59
BURKE_RD S of TOORAK_RD,5,2006-10-01,22:00:00,70
TOORAK_RD W OF BURKE_RD,7,2006-10-01,22:00:00,87
BURKE_RD N of TOORAK_RD,1,2006-10-01,22:15:00,76
TOORAK_RD E of BURKE_RD,3,2006-10-01,22:15:00,53
BURKE_RD S of TOORAK_RD,5,2006-10-01,22:15:00,75
TOORAK_RD W OF BURKE_RD,7,2006-10-01,22:15:00,76
BURKE_RD N of TOORAK_RD,1,2006-10-01,22:30:00,54
TOORAK_RD E of BURKE_RD,3,2006-10-01,22:30:00,50
BURKE_RD S of TOORAK_RD,5,2006-10-01,22:30:00,48
TOORAK_RD W OF BURKE_RD,7,2006-10-01,22:30:00,80
BURKE_RD N of TOORAK_RD,1,2006-10-01,22:45:00,51
TOORAK_RD E of BURKE_RD,3,2006-10-01,22:45:00,58
BURKE_RD S of TOORAK_RD,5,2006-10-01,22:45:00,67
TOORAK_RD W OF BURKE_RD,7,2006-10-01,22:45:00,75
BURKE_RD N of TOORAK_RD,1,2006-10-01,23:00:00,59
TOORAK_RD E of BURKE_RD,3,2006-10-01,23:00:00,32
BURKE_RD S of TOORAK_RD,5,2006-10-01,23:00:00,45
TOORAK_RD W OF BURKE_RD,7,2006-10-01,23:00:00,71
BURKE_RD N of TOORAK_RD,1,2006-10-01,23:15:00,30
TOORAK_RD E of BURKE_RD,3,2006-10-01,23:15:00,30
BURKE_RD S of TOORAK_RD,5,2006-10-01,23:15:00,44
TOORAK_RD W OF BURKE_RD,7,2006-10-01,23:15:00,59
BURKE_RD N of TOORAK_RD,1,2006-10-01,23:30:00,38
TOORAK_RD E of BURKE_RD,3,2006-10-01,23:30:00,26
BURKE_RD S of TOORAK_RD,5,2006-10-01,23:30:00,27
TOORAK_RD W OF BURKE_RD,7,2006-10-01,23:30:00,45
BURKE_RD N of TOORAK_RD,1,2006-10-01,23:45:00,30
TOORAK_RD E of BURKE_RD,3,2006-10-01,23:45:00,29
BURKE_RD S of TOORAK_RD,5,2006-10-01,23:45:00,33
TOORAK_RD W OF BURKE_RD,7,2006-10-01,23:45:00,43
BURKE_RD N of TOORAK_RD,1,2006-10-02,00:00:00,29
TOORAK_RD E of BURKE_RD,3,2006-10-02,00:00:00,25
BURKE_RD S of TOORAK_RD,5,2006-10-02,00:00:00,25
TOORAK_RD W OF BURKE_RD,7,2006-10-02,00:00:00,39
BURKE_RD N of TOORAK_RD,1,2006-10-02,00:15:00,20
TOORAK_RD E of BURKE_RD,3,2006-10-02,00:15:00,13
BURKE_RD S of TOORAK_RD,5,2006-10-02,00:15:00,29
TOORAK_RD W OF BURKE_RD,7,2006-10-02,00:15:00,36
BURKE_RD N of TOORAK_RD,1,2006-10-02,00:30:00,31
TOORAK_RD E of BURKE_RD,3,2006-10-02,00:30:00,10
BURKE_RD S of TOORAK_RD,5,2006-10-02,00:30:00,45
