loss,mape,val_loss,val_mape
0.12840452790260315,778709.6875,0.12631618976593018,152.22496032714844
0.0954318642616272,541882.9375,0.07449251413345337,303.38079833984375
0.09549234807491302,550653.1875,0.06880322098731995,294.1608581542969
0.08930192142724991,865456.375,0.05763726681470871,257.6246643066406
0.072652168571949,613779.5,0.04892084375023842,240.14801025390625
0.07944004982709885,380942.59375,0.04770583286881447,248.2884521484375
0.05824274197220802,505902.84375,0.04805156961083412,248.26181030273438
0.06109249219298363,492629.96875,0.035303905606269836,206.436279296875
0.046432942152023315,370022.46875,0.03182070702314377,187.78732299804688
0.033385489135980606,364512.78125,0.01510981097817421,111.7226791381836
0.04132099822163582,415021.375,0.03271517902612686,165.8993377685547
0.027803907170891762,202929.0,0.03815673291683197,167.27000427246094
0.0275542251765728,290621.875,0.017633983865380287,101.99951171875
0.027785299345850945,190892.390625,0.010445091873407364,62.950313568115234
0.02286953665316105,248173.453125,0.028279244899749756,120.34993743896484
0.02222093753516674,177482.484375,0.01347572822123766,72.3343276977539
0.021868599578738213,273088.21875,0.022010300308465958,96.7042465209961
0.02316972240805626,216428.75,0.02089848555624485,90.31362915039062
0.018282873556017876,224465.96875,0.01080381777137518,55.685516357421875
0.017559094354510307,141081.34375,0.04301416873931885,144.5400390625
0.02128490060567856,127987.53125,0.012878849171102047,62.78030776977539
0.01584435999393463,151754.625,0.011184868402779102,57.446044921875
0.022099435329437256,181411.75,0.010440511628985405,53.34912109375
0.012666880153119564,151262.453125,0.008159574121236801,40.953163146972656
0.018116476014256477,172019.453125,0.01873946376144886,85.50283813476562
0.01608983241021633,281062.03125,0.008458179421722889,46.525535583496094
0.015102064236998558,171752.515625,0.03282514959573746,34.249542236328125
0.017477670684456825,125420.1796875,0.0077041275799274445,42.369293212890625
0.011687159538269043,148588.875,0.009257609024643898,31.506752014160156
0.02071204222738743,136557.703125,0.007306505925953388,38.25171661376953
