Location,Date,Time,Vehicle Count
CANTERBURY_RD E of STANHOPE_GV,2006-10-01,0:00,46
STANHOPE_GV S of CANTERBURY_RD,2006-10-01,0:00,37
CANTERBURY_RD W of STANHOPE_GV,2006-10-01,0:00,53
CANTERBURY_RD E of STANHOPE_GV,2006-10-01,0:15,45
STANHOPE_GV S of CANTERBURY_RD,2006-10-01,0:15,23
CANTERBURY_RD W of STANHOPE_GV,2006-10-01,0:15,53
CANTERBURY_RD E of STANHOPE_GV,2006-10-01,0:30,40
STANHOPE_GV S of CANTERBURY_RD,2006-10-01,0:30,23
CANTERBURY_RD W of STANHOPE_GV,2006-10-01,0:30,57
CANTERBURY_RD E of STANHOPE_GV,2006-10-01,0:45,49
STANHOPE_GV S of CANTERBURY_RD,2006-10-01,0:45,17
CANTERBURY_RD W of STANHOPE_GV,2006-10-01,0:45,57
CANTERBURY_RD E of STANHOPE_GV,2006-10-01,10:00,183
STANHOPE_GV S of CANTERBURY_RD,2006-10-01,10:00,93
CANTERBURY_RD W of STANHOPE_GV,2006-10-01,10:00,105
CANTERBURY_RD E of STANHOPE_GV,2006-10-01,10:15,199
STANHOPE_GV S of CANTERBURY_RD,2006-10-01,10:15,95
CANTERBURY_RD W of STANHOPE_GV,2006-10-01,10:15,113
CANTERBURY_RD E of STANHOPE_GV,2006-10-01,10:30,207
STANHOPE_GV S of CANTERBURY_RD,2006-10-01,10:30,102
CANTERBURY_RD W of STANHOPE_GV,2006-10-01,10:30,141
CANTERBURY_RD E of STANHOPE_GV,2006-10-01,10:45,192
STANHOPE_GV S of CANTERBURY_RD,2006-10-01,10:45,119
CANTERBURY_RD W of STANHOPE_GV,2006-10-01,10:45,138
CANTERBURY_RD E of STANHOPE_GV,2006-10-01,11:00,173
STANHOPE_GV S of CANTERBURY_RD,2006-10-01,11:00,113
CANTERBURY_RD W of STANHOPE_GV,2006-10-01,11:00,153
CANTERBURY_RD E of STANHOPE_GV,2006-10-01,11:15,187
STANHOPE_GV S of CANTERBURY_RD,2006-10-01,11:15,113
CANTERBURY_RD W of STANHOPE_GV,2006-10-01,11:15,122
CANTERBURY_RD E of STANHOPE_GV,2006-10-01,11:30,194
STANHOPE_GV S of CANTERBURY_RD,2006-10-01,11:30,142
CANTERBURY_RD W of STANHOPE_GV,2006-10-01,11:30,137
CANTERBURY_RD E of STANHOPE_GV,2006-10-01,11:45,216
STANHOPE_GV S of CANTERBURY_RD,2006-10-01,11:45,144
CANTERBURY_RD W of STANHOPE_GV,2006-10-01,11:45,155
CANTERBURY_RD E of STANHOPE_GV,2006-10-01,12:00,194
STANHOPE_GV S of CANTERBURY_RD,2006-10-01,12:00,150
CANTERBURY_RD W of STANHOPE_GV,2006-10-01,12:00,150
CANTERBURY_RD E of STANHOPE_GV,2006-10-01,12:15,180
STANHOPE_GV S of CANTERBURY_RD,2006-10-01,12:15,184
CANTERBURY_RD W of STANHOPE_GV,2006-10-01,12:15,160
CANTERBURY_RD E of STANHOPE_GV,2006-10-01,12:30,213
STANHOPE_GV S of CANTERBURY_RD,2006-10-01,12:30,180
CANTERBURY_RD W of STANHOPE_GV,2006-10-01,12:30,185
CANTERBURY_RD E of STANHOPE_GV,2006-10-01,12:45,190
STANHOPE_GV S of CANTERBURY_RD,2006-10-01,12:45,176
CANTERBURY_RD W of STANHOPE_GV,2006-10-01,12:45,161
CANTERBURY_RD E of STANHOPE_GV,2006-10-01,13:00,219
STANHOPE_GV S of CANTERBURY_RD,2006-10-01,13:00,146
CANTERBURY_RD W of STANHOPE_GV,2006-10-01,13:00,164
CANTERBURY_RD E of STANHOPE_GV,2006-10-01,13:15,202
STANHOPE_GV S of CANTERBURY_RD,2006-10-01,13:15,136
CANTERBURY_RD W of STANHOPE_GV,2006-10-01,13:15,147
CANTERBURY_RD E of STANHOPE_GV,2006-10-01,13:30,173
STANHOPE_GV S of CANTERBURY_RD,2006-10-01,13:30,139
CANTERBURY_RD W of STANHOPE_GV,2006-10-01,13:30,179
CANTERBURY_RD E of STANHOPE_GV,2006-10-01,13:45,202
STANHOPE_GV S of CANTERBURY_RD,2006-10-01,13:45,145
CANTERBURY_RD W of STANHOPE_GV,2006-10-01,13:45,187
CANTERBURY_RD E of STANHOPE_GV,2006-10-01,14:00,200
STANHOPE_GV S of CANTERBURY_RD,2006-10-01,14:00,105
CANTERBURY_RD W of STANHOPE_GV,2006-10-01,14:00,151
CANTERBURY_RD E of STANHOPE_GV,2006-10-01,14:15,187
