Location,Date,Time,Vehicle Count
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,0:00,121
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,0:15,92
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,0:30,85
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,0:45,97
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,10:00,103
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,10:15,126
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,10:30,133
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,10:45,127
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,11:00,115
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,11:15,170
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,11:30,200
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,11:45,172
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,12:00,173
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,12:15,178
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,12:30,164
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,12:45,177
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,13:00,172
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,13:15,141
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,13:30,185
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,13:45,185
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,14:00,192
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,14:15,172
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,14:30,181
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,14:45,167
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,15:00,168
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,15:15,176
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,15:30,186
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,15:45,188
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,16:00,172
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,16:15,182
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,16:30,197
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,16:45,204
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,17:00,207
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,17:15,209
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,17:30,191
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,17:45,212
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,18:00,156
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,18:15,157
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,18:30,164
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,18:45,132
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,19:00,109
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,19:15,121
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,19:30,158
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,19:45,111
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,1:00,87
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,1:15,100
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,1:30,86
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,1:45,77
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,20:00,102
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,20:15,82
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,20:30,97
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,20:45,85
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,21:00,112
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,21:15,106
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,21:30,101
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,21:45,82
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,22:00,78
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,22:15,90
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,22:30,78
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,22:45,68
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,23:00,52
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,23:15,51
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,23:30,49
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,23:45,48
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,2:00,74
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,2:15,65
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,2:30,69
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,2:45,63
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,3:00,49
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,3:15,60
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,3:30,58
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,3:45,67
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,4:00,72
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,4:15,46
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,4:30,50
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,4:45,47
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,5:00,38
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,5:15,46
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,5:30,35
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,5:45,43
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,6:00,34
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,6:15,34
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,6:30,30
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,6:45,37
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,7:00,25
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,7:15,43
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,7:30,44
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,7:45,43
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,8:00,54
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,8:15,50
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,8:30,60
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,8:45,67
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,9:00,83
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,9:15,89
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,9:30,81
BRIDGE_RD SW of BURWOOD_RD,2006-10-01,9:45,87
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,0:00,38
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,0:15,34
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,0:30,30
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,0:45,28
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,10:00,141
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,10:15,116
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,10:30,152
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,10:45,124
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,11:00,162
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,11:15,116
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,11:30,169
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,11:45,126
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,12:00,166
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,12:15,174
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,12:30,174
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,12:45,184
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,13:00,184
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,13:15,166
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,13:30,189
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,13:45,172
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,14:00,174
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,14:15,176
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,14:30,161
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,14:45,223
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,15:00,208
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,15:15,231
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,15:30,192
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,15:45,176
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,16:00,244
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,16:15,230
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,16:30,263
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,16:45,277
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,17:00,335
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,17:15,384
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,17:30,360
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,17:45,386
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,18:00,356
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,18:15,342
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,18:30,261
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,18:45,261
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,19:00,179
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,19:15,183
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,19:30,160
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,19:45,144
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,1:00,20
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,1:15,18
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,1:30,16
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,1:45,16
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,20:00,136
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,20:15,135
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,20:30,136
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,20:45,107
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,21:00,112
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,21:15,115
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,21:30,101
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,21:45,98
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,22:00,98
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,22:15,74
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,22:30,82
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,22:45,71
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,23:00,61
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,23:15,58
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,23:30,56
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,23:45,38
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,2:00,14
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,2:15,18
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,2:30,15
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,2:45,9
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,3:00,11
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,3:15,10
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,3:30,10
BRIDGE_RD SW of BURWOOD_RD,2006-10-02,3:45,8
