Location,Date,Time,Vehicle Count
BALWYN_RD N of CANTERBURY_RD,2006-10-01,0:00,18
CANTERBURY_RD E of BALWYN_RD,2006-10-01,0:00,64
CANTERBURY_RD W of BALWYN_RD,2006-10-01,0:00,55
BALWYN_RD N of CANTERBURY_RD,2006-10-01,0:15,25
CANTERBURY_RD E of BALWYN_RD,2006-10-01,0:15,59
CANTERBURY_RD W of BALWYN_RD,2006-10-01,0:15,59
BALWYN_RD N of CANTERBURY_RD,2006-10-01,0:30,23
CANTERBURY_RD E of BALWYN_RD,2006-10-01,0:30,55
CANTERBURY_RD W of BALWYN_RD,2006-10-01,0:30,66
BALWYN_RD N of CANTERBURY_RD,2006-10-01,0:45,20
CANTERBURY_RD E of BALWYN_RD,2006-10-01,0:45,45
CANTERBURY_RD W of BALWYN_RD,2006-10-01,0:45,60
BALWYN_RD N of CANTERBURY_RD,2006-10-01,10:00,85
CANTERBURY_RD E of BALWYN_RD,2006-10-01,10:00,208
CANTERBURY_RD W of BALWYN_RD,2006-10-01,10:00,123
BALWYN_RD N of CANTERBURY_RD,2006-10-01,10:15,92
CANTERBURY_RD E of BALWYN_RD,2006-10-01,10:15,248
CANTERBURY_RD W of BALWYN_RD,2006-10-01,10:15,142
BALWYN_RD N of CANTERBURY_RD,2006-10-01,10:30,102
CANTERBURY_RD E of BALWYN_RD,2006-10-01,10:30,206
CANTERBURY_RD W of BALWYN_RD,2006-10-01,10:30,179
BALWYN_RD N of CANTERBURY_RD,2006-10-01,10:45,83
CANTERBURY_RD E of BALWYN_RD,2006-10-01,10:45,233
CANTERBURY_RD W of BALWYN_RD,2006-10-01,10:45,187
BALWYN_RD N of CANTERBURY_RD,2006-10-01,11:00,82
CANTERBURY_RD E of BALWYN_RD,2006-10-01,11:00,184
CANTERBURY_RD W of BALWYN_RD,2006-10-01,11:00,182
BALWYN_RD N of CANTERBURY_RD,2006-10-01,11:15,77
CANTERBURY_RD E of BALWYN_RD,2006-10-01,11:15,228
CANTERBURY_RD W of BALWYN_RD,2006-10-01,11:15,155
BALWYN_RD N of CANTERBURY_RD,2006-10-01,11:30,75
CANTERBURY_RD E of BALWYN_RD,2006-10-01,11:30,212
CANTERBURY_RD W of BALWYN_RD,2006-10-01,11:30,181
BALWYN_RD N of CANTERBURY_RD,2006-10-01,11:45,101
CANTERBURY_RD E of BALWYN_RD,2006-10-01,11:45,219
CANTERBURY_RD W of BALWYN_RD,2006-10-01,11:45,201
BALWYN_RD N of CANTERBURY_RD,2006-10-01,12:00,124
CANTERBURY_RD E of BALWYN_RD,2006-10-01,12:00,217
CANTERBURY_RD W of BALWYN_RD,2006-10-01,12:00,203
BALWYN_RD N of CANTERBURY_RD,2006-10-01,12:15,107
CANTERBURY_RD E of BALWYN_RD,2006-10-01,12:15,228
CANTERBURY_RD W of BALWYN_RD,2006-10-01,12:15,246
BALWYN_RD N of CANTERBURY_RD,2006-10-01,12:30,90
CANTERBURY_RD E of BALWYN_RD,2006-10-01,12:30,236
CANTERBURY_RD W of BALWYN_RD,2006-10-01,12:30,225
BALWYN_RD N of CANTERBURY_RD,2006-10-01,12:45,99
CANTERBURY_RD E of BALWYN_RD,2006-10-01,12:45,190
CANTERBURY_RD W of BALWYN_RD,2006-10-01,12:45,222
