Location,Date,Time,Vehicle Count
UNION_RD N of MAROONDAH_HWY,2006-10-01,0:00,25
MAROONDAH_HWY E of UNION_RD,2006-10-01,0:00,38
UNION_RD S of MAROONDAH_HWY,2006-10-01,0:00,36
MAROONDAH_HWY W of UNION_RD,2006-10-01,0:00,47
UNION_RD N of MAROONDAH_HWY,2006-10-01,0:15,17
MAROONDAH_HWY E of UNION_RD,2006-10-01,0:15,49
UNION_RD S of MAROONDAH_HWY,2006-10-01,0:15,30
MAROONDAH_HWY W of UNION_RD,2006-10-01,0:15,33
UNION_RD N of MAROONDAH_HWY,2006-10-01,0:30,16
MAROONDAH_HWY E of UNION_RD,2006-10-01,0:30,32
UNION_RD S of MAROONDAH_HWY,2006-10-01,0:30,31
MAROONDAH_HWY W of UNION_RD,2006-10-01,0:30,36
UNION_RD N of MAROONDAH_HWY,2006-10-01,0:45,21
MAROONDAH_HWY E of UNION_RD,2006-10-01,0:45,24
UNION_RD S of MAROONDAH_HWY,2006-10-01,0:45,19
MAROONDAH_HWY W of UNION_RD,2006-10-01,0:45,32
UNION_RD N of MAROONDAH_HWY,2006-10-01,10:00,87
MAROONDAH_HWY E of UNION_RD,2006-10-01,10:00,87
UNION_RD S of MAROONDAH_HWY,2006-10-01,10:00,59
MAROONDAH_HWY W of UNION_RD,2006-10-01,10:00,111
UNION_RD N of MAROONDAH_HWY,2006-10-01,10:15,109
MAROONDAH_HWY E of UNION_RD,2006-10-01,10:15,100
UNION_RD S of MAROONDAH_HWY,2006-10-01,10:15,75
MAROONDAH_HWY W of UNION_RD,2006-10-01,10:15,119
UNION_RD N of MAROONDAH_HWY,2006-10-01,10:30,116
MAROONDAH_HWY E of UNION_RD,2006-10-01,10:30,111
UNION_RD S of MAROONDAH_HWY,2006-10-01,10:30,68
MAROONDAH_HWY W of UNION_RD,2006-10-01,10:30,112
UNION_RD N of MAROONDAH_HWY,2006-10-01,10:45,89
MAROONDAH_HWY E of UNION_RD,2006-10-01,10:45,97
UNION_RD S of MAROONDAH_HWY,2006-10-01,10:45,68
MAROONDAH_HWY W of UNION_RD,2006-10-01,10:45,126
UNION_RD N of MAROONDAH_HWY,2006-10-01,11:00,90
MAROONDAH_HWY E of UNION_RD,2006-10-01,11:00,105
UNION_RD S of MAROONDAH_HWY,2006-10-01,11:00,89
MAROONDAH_HWY W of UNION_RD,2006-10-01,11:00,121
UNION_RD N of MAROONDAH_HWY,2006-10-01,11:15,85
MAROONDAH_HWY E of UNION_RD,2006-10-01,11:15,103
UNION_RD S of MAROONDAH_HWY,2006-10-01,11:15,79
MAROONDAH_HWY W of UNION_RD,2006-10-01,11:15,120
UNION_RD N of MAROONDAH_HWY,2006-10-01,11:30,102
MAROONDAH_HWY E of UNION_RD,2006-10-01,11:30,116
UNION_RD S of MAROONDAH_HWY,2006-10-01,11:30,97
MAROONDAH_HWY W of UNION_RD,2006-10-01,11:30,150
UNION_RD N of MAROONDAH_HWY,2006-10-01,11:45,97
MAROONDAH_HWY E of UNION_RD,2006-10-01,11:45,117
UNION_RD S of MAROONDAH_HWY,2006-10-01,11:45,104
MAROONDAH_HWY W of UNION_RD,2006-10-01,11:45,177
UNION_RD N of MAROONDAH_HWY,2006-10-01,12:00,113
MAROONDAH_HWY E of UNION_RD,2006-10-01,12:00,118
UNION_RD S of MAROONDAH_HWY,2006-10-01,12:00,100
MAROONDAH_HWY W of UNION_RD,2006-10-01,12:00,136
UNION_RD N of MAROONDAH_HWY,2006-10-01,12:15,100
MAROONDAH_HWY E of UNION_RD,2006-10-01,12:15,124
UNION_RD S of MAROONDAH_HWY,2006-10-01,12:15,106
MAROONDAH_HWY W of UNION_RD,2006-10-01,12:15,140
UNION_RD N of MAROONDAH_HWY,2006-10-01,12:30,102
MAROONDAH_HWY E of UNION_RD,2006-10-01,12:30,132
UNION_RD S of MAROONDAH_HWY,2006-10-01,12:30,111
MAROONDAH_HWY W of UNION_RD,2006-10-01,12:30,145
UNION_RD N of MAROONDAH_HWY,2006-10-01,12:45,103
MAROONDAH_HWY E of UNION_RD,2006-10-01,12:45,122
UNION_RD S of MAROONDAH_HWY,2006-10-01,12:45,98
MAROONDAH_HWY W of UNION_RD,2006-10-01,12:45,128
UNION_RD N of MAROONDAH_HWY,2006-10-01,13:00,90
MAROONDAH_HWY E of UNION_RD,2006-10-01,13:00,127
UNION_RD S of MAROONDAH_HWY,2006-10-01,13:00,93
MAROONDAH_HWY W of UNION_RD,2006-10-01,13:00,138
UNION_RD N of MAROONDAH_HWY,2006-10-01,13:15,100
MAROONDAH_HWY E of UNION_RD,2006-10-01,13:15,151
UNION_RD S of MAROONDAH_HWY,2006-10-01,13:15,94
MAROONDAH_HWY W of UNION_RD,2006-10-01,13:15,126
UNION_RD N of MAROONDAH_HWY,2006-10-01,13:30,99
MAROONDAH_HWY E of UNION_RD,2006-10-01,13:30,152
UNION_RD S of MAROONDAH_HWY,2006-10-01,13:30,110
MAROONDAH_HWY W of UNION_RD,2006-10-01,13:30,151
UNION_RD N of MAROONDAH_HWY,2006-10-01,13:45,84
MAROONDAH_HWY E of UNION_RD,2006-10-01,13:45,148
UNION_RD S of MAROONDAH_HWY,2006-10-01,13:45,106
MAROONDAH_HWY W of UNION_RD,2006-10-01,13:45,128
UNION_RD N of MAROONDAH_HWY,2006-10-01,14:00,91
MAROONDAH_HWY E of UNION_RD,2006-10-01,14:00,145
UNION_RD S of MAROONDAH_HWY,2006-10-01,14:00,86
MAROONDAH_HWY W of UNION_RD,2006-10-01,14:00,140
UNION_RD N of MAROONDAH_HWY,2006-10-01,14:15,100
MAROONDAH_HWY E of UNION_RD,2006-10-01,14:15,152
UNION_RD S of MAROONDAH_HWY,2006-10-01,14:15,98
MAROONDAH_HWY W of UNION_RD,2006-10-01,14:15,136
UNION_RD N of MAROONDAH_HWY,2006-10-01,14:30,94
MAROONDAH_HWY E of UNION_RD,2006-10-01,14:30,142
UNION_RD S of MAROONDAH_HWY,2006-10-01,14:30,82
MAROONDAH_HWY W of UNION_RD,2006-10-01,14:30,126
UNION_RD N of MAROONDAH_HWY,2006-10-01,14:45,74
MAROONDAH_HWY E of UNION_RD,2006-10-01,14:45,138
UNION_RD S of MAROONDAH_HWY,2006-10-01,14:45,100
