Location,Date,Time,Vehicle Count
DONCASTER_RD E of BALWYN_RD,2006-10-01,0:00,34
BALWYN_RD S of DONCASTER_RD,2006-10-01,0:00,22
DONCASTER_RD W of BALWYN_RD,2006-10-01,0:00,22
DONCASTER_RD E of BALWYN_RD,2006-10-01,0:15,41
BALWYN_RD S of DONCASTER_RD,2006-10-01,0:15,27
DONCASTER_RD W of BALWYN_RD,2006-10-01,0:15,29
DONCASTER_RD E of BALWYN_RD,2006-10-01,0:30,33
BALWYN_RD S of DONCASTER_RD,2006-10-01,0:30,22
DONCASTER_RD W of BALWYN_RD,2006-10-01,0:30,25
DONCASTER_RD E of BALWYN_RD,2006-10-01,0:45,30
BALWYN_RD S of DONCASTER_RD,2006-10-01,0:45,23
DONCASTER_RD W of BALWYN_RD,2006-10-01,0:45,21
DONCASTER_RD E of BALWYN_RD,2006-10-01,10:00,88
BALWYN_RD S of DONCASTER_RD,2006-10-01,10:00,68
DONCASTER_RD W of BALWYN_RD,2006-10-01,10:00,43
DONCASTER_RD E of BALWYN_RD,2006-10-01,10:15,123
BALWYN_RD S of DONCASTER_RD,2006-10-01,10:15,80
DONCASTER_RD W of BALWYN_RD,2006-10-01,10:15,63
DONCASTER_RD E of BALWYN_RD,2006-10-01,10:30,86
BALWYN_RD S of DONCASTER_RD,2006-10-01,10:30,68
DONCASTER_RD W of BALWYN_RD,2006-10-01,10:30,45
DONCASTER_RD E of BALWYN_RD,2006-10-01,10:45,119
BALWYN_RD S of DONCASTER_RD,2006-10-01,10:45,82
DONCASTER_RD W of BALWYN_RD,2006-10-01,10:45,53
DONCASTER_RD E of BALWYN_RD,2006-10-01,11:00,96
BALWYN_RD S of DONCASTER_RD,2006-10-01,11:00,99
DONCASTER_RD W of BALWYN_RD,2006-10-01,11:00,51
DONCASTER_RD E of BALWYN_RD,2006-10-01,11:15,114
BALWYN_RD S of DONCASTER_RD,2006-10-01,11:15,77
DONCASTER_RD W of BALWYN_RD,2006-10-01,11:15,45
DONCASTER_RD E of BALWYN_RD,2006-10-01,11:30,106
BALWYN_RD S of DONCASTER_RD,2006-10-01,11:30,82
DONCASTER_RD W of BALWYN_RD,2006-10-01,11:30,92
DONCASTER_RD E of BALWYN_RD,2006-10-01,11:45,114
BALWYN_RD S of DONCASTER_RD,2006-10-01,11:45,92
DONCASTER_RD W of BALWYN_RD,2006-10-01,11:45,86
DONCASTER_RD E of BALWYN_RD,2006-10-01,12:00,106
BALWYN_RD S of DONCASTER_RD,2006-10-01,12:00,93
DONCASTER_RD W of BALWYN_RD,2006-10-01,12:00,101
DONCASTER_RD E of BALWYN_RD,2006-10-01,12:15,122
BALWYN_RD S of DONCASTER_RD,2006-10-01,12:15,104
DONCASTER_RD W of BALWYN_RD,2006-10-01,12:15,77
DONCASTER_RD E of BALWYN_RD,2006-10-01,12:30,129
BALWYN_RD S of DONCASTER_RD,2006-10-01,12:30,89
DONCASTER_RD W of BALWYN_RD,2006-10-01,12:30,94
DONCASTER_RD E of BALWYN_RD,2006-10-01,12:45,112
BALWYN_RD S of DONCASTER_RD,2006-10-01,12:45,104
DONCASTER_RD W of BALWYN_RD,2006-10-01,12:45,66
DONCASTER_RD E of BALWYN_RD,2006-10-01,13:00,113
BALWYN_RD S of DONCASTER_RD,2006-10-01,13:00,106
DONCASTER_RD W of BALWYN_RD,2006-10-01,13:00,92
DONCASTER_RD E of BALWYN_RD,2006-10-01,13:15,109
BALWYN_RD S of DONCASTER_RD,2006-10-01,13:15,71
DONCASTER_RD W of BALWYN_RD,2006-10-01,13:15,66
DONCASTER_RD E of BALWYN_RD,2006-10-01,13:30,122
BALWYN_RD S of DONCASTER_RD,2006-10-01,13:30,90
DONCASTER_RD W of BALWYN_RD,2006-10-01,13:30,110
DONCASTER_RD E of BALWYN_RD,2006-10-01,13:45,127
BALWYN_RD S of DONCASTER_RD,2006-10-01,13:45,79
DONCASTER_RD W of BALWYN_RD,2006-10-01,13:45,102
DONCASTER_RD E of BALWYN_RD,2006-10-01,14:00,133
BALWYN_RD S of DONCASTER_RD,2006-10-01,14:00,85
DONCASTER_RD W of BALWYN_RD,2006-10-01,14:00,120
DONCASTER_RD E of BALWYN_RD,2006-10-01,14:15,115
BALWYN_RD S of DONCASTER_RD,2006-10-01,14:15,84
DONCASTER_RD W of BALWYN_RD,2006-10-01,14:15,95
DONCASTER_RD E of BALWYN_RD,2006-10-01,14:30,119
BALWYN_RD S of DONCASTER_RD,2006-10-01,14:30,89
DONCASTER_RD W of BALWYN_RD,2006-10-01,14:30,101
DONCASTER_RD E of BALWYN_RD,2006-10-01,14:45,104
BALWYN_RD S of DONCASTER_RD,2006-10-01,14:45,98
DONCASTER_RD W of BALWYN_RD,2006-10-01,14:45,82
DONCASTER_RD E of BALWYN_RD,2006-10-01,15:00,137
BALWYN_RD S of DONCASTER_RD,2006-10-01,15:00,80
DONCASTER_RD W of BALWYN_RD,2006-10-01,15:00,57
DONCASTER_RD E of BALWYN_RD,2006-10-01,15:15,122
BALWYN_RD S of DONCASTER_RD,2006-10-01,15:15,77
DONCASTER_RD W of BALWYN_RD,2006-10-01,15:15,99
DONCASTER_RD E of BALWYN_RD,2006-10-01,15:30,103
BALWYN_RD S of DONCASTER_RD,2006-10-01,15:30,93
DONCASTER_RD W of BALWYN_RD,2006-10-01,15:30,60
DONCASTER_RD E of BALWYN_RD,2006-10-01,15:45,122
BALWYN_RD S of DONCASTER_RD,2006-10-01,15:45,76
DONCASTER_RD W of BALWYN_RD,2006-10-01,15:45,62
DONCASTER_RD E of BALWYN_RD,2006-10-01,16:00,129
BALWYN_RD S of DONCASTER_RD,2006-10-01,16:00,90
DONCASTER_RD W of BALWYN_RD,2006-10-01,16:00,94
DONCASTER_RD E of BALWYN_RD,2006-10-01,16:15,90
BALWYN_RD S of DONCASTER_RD,2006-10-01,16:15,84
DONCASTER_RD W of BALWYN_RD,2006-10-01,16:15,56
DONCASTER_RD E of BALWYN_RD,2006-10-01,16:30,113
BALWYN_RD S of DONCASTER_RD,2006-10-01,16:30,86
DONCASTER_RD W of BALWYN_RD,2006-10-01,16:30,72
DONCASTER_RD E of BALWYN_RD,2006-10-01,16:45,113
BALWYN_RD S of DONCASTER_RD,2006-10-01,16:45,116
DONCASTER_RD W of BALWYN_RD,2006-10-01,16:45,107
DONCASTER_RD E of BALWYN_RD,2006-10-01,17:00,123
